episode_id,step,scene_id,goal,memory_total,frontier_count,raw_output,parsed_coord,action_target_hash,recent_indices,uniform_indices,scm_indices,recent_len,uniform_len,scm_len,recent_types,uniform_types,scm_types,recent_uniform_same_indices,recent_scm_same_indices,uniform_scm_same_indices,all_same_raw_output,all_same_action_target
666,12,00802-wcojb4TFT35,picture,5,5,"<coordinate>[1.47, -1.20]</coordinate>","[1.47,-1.2]",d9eb5afc47f3,"[0,1,2,3,4]","[0,1,2,3,4]","[0,1,2,3,4]",5,5,5,"[""recent"",""recent"",""recent"",""recent"",""recent""]","[""uniform"",""uniform"",""uniform"",""uniform"",""uniform""]","[""recent"",""recent"",""recent"",""recent"",""recent""]",True,True,True,True,True
666,40,00802-wcojb4TFT35,picture,10,6,"<coordinate>[4.31, -4.86]</coordinate>","[4.31,-4.86]",4a51dcd8bfbd,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",10,10,10,"[""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]","[""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform""]","[""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]",True,True,True,True,True
666,94,00802-wcojb4TFT35,picture,15,2,"<coordinate>[6.14, 1.91]</coordinate>","[6.14,1.91]",4c2bbb2d2649,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]","[0,1,5,6,7,8,9,10,11,12,13,14]",15,15,12,"[""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]","[""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform""]","[""spatial"",""turning"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]",True,False,False,True,True
666,150,00802-wcojb4TFT35,picture,20,1,"<coordinate>[2.40, -2.84]</coordinate>","[2.4,-2.84]",ace2e60db929,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19]","[0,1,5,10,11,12,13,14,15,16,17,18,19]",20,20,13,"[""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]","[""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform""]","[""spatial"",""turning"",""spatial"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]",True,False,False,True,True
666,189,00802-wcojb4TFT35,picture,25,1,"<coordinate>[-0.54, 1.18]</coordinate>","[-0.54,1.18]",a1f657920f8a,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24]","[0,1,5,10,15,16,17,18,19,20,21,22,23,24]",25,25,14,"[""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]","[""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform""]","[""spatial"",""turning"",""spatial"",""spatial"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]",True,False,False,True,True
666,209,00802-wcojb4TFT35,picture,30,0,found,null,2be88ca4242c,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29]","[0,1,5,10,15,20,21,22,23,24,25,26,27,28,29]",30,30,15,"[""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]","[""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform""]","[""spatial"",""turning"",""spatial"",""spatial"",""spatial"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]",True,False,False,True,True
6971,12,00808-y9hTuugGdiq,rug,5,3,"<coordinate>[0.97, -1.38]</coordinate>","[0.97,-1.38]",c5878f03f732,"[0,1,2,3,4]","[0,1,2,3,4]","[0,1,2,3,4]",5,5,5,"[""recent"",""recent"",""recent"",""recent"",""recent""]","[""uniform"",""uniform"",""uniform"",""uniform"",""uniform""]","[""recent"",""recent"",""recent"",""recent"",""recent""]",True,True,True,True,True
6971,38,00808-y9hTuugGdiq,rug,10,7,"<coordinate>[2.43, -0.22]</coordinate>","[2.43,-0.22]",588699b744dd,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",10,10,10,"[""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]","[""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform""]","[""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]",True,True,True,True,True
6971,69,00808-y9hTuugGdiq,rug,15,6,"<coordinate>[-8.24, -5.84]</coordinate>","[-8.24,-5.84]",345189e22ec3,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]","[0,1,5,6,7,8,9,10,11,12,13,14]",15,15,12,"[""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]","[""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform""]","[""spatial"",""turning"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]",True,False,False,True,True
6971,150,00808-y9hTuugGdiq,rug,20,8,"<coordinate>[2.30, -0.39]</coordinate>","[2.3,-0.39]",8b532f6d2372,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19]","[0,1,5,10,11,12,13,14,15,16,17,18,19]",20,20,13,"[""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]","[""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform""]","[""spatial"",""turning"",""spatial"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]",True,False,False,True,True
6971,180,00808-y9hTuugGdiq,rug,25,8,"<coordinate>[6.69, -3.16]</coordinate>","[6.69,-3.16]",d596384199bd,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24]","[0,1,5,10,15,16,17,18,19,20,21,22,23,24]",25,25,14,"[""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]","[""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform""]","[""spatial"",""turning"",""spatial"",""spatial"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]",True,False,False,True,True
6971,254,00808-y9hTuugGdiq,rug,30,9,"<coordinate>[7.97, -6.79]</coordinate>","[7.97,-6.79]",af5783a40ea7,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29]","[0,1,5,10,15,20,21,22,23,24,25,26,27,28,29]",30,30,15,"[""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]","[""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform""]","[""spatial"",""turning"",""spatial"",""spatial"",""spatial"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]",True,False,False,True,True
6971,332,00808-y9hTuugGdiq,rug,35,8,"<coordinate>[4.05, -7.69]</coordinate>","[4.05,-7.69]",be542e7d244c,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34]","[0,1,2,3,4,5,6,10,15,20,25,26,27,28,29,30,31,32,33,34]",35,35,20,"[""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]","[""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform""]","[""spatial"",""turning"",""turning"",""turning"",""turning"",""spatial"",""turning"",""spatial"",""spatial"",""spatial"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]",True,False,False,True,True
6971,402,00808-y9hTuugGdiq,rug,40,7,"<coordinate>[2.61, -1.27]</coordinate>","[2.61,-1.27]",4c8e156115af,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[0,1,2,3,4,5,6,7,8,9,10,11,12,15,20,25,30,31,32,33,34,35,36,37,38,39]",40,40,26,"[""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]","[""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform""]","[""spatial"",""turning"",""turning"",""turning"",""turning"",""spatial"",""turning"",""turning"",""turning"",""turning"",""spatial"",""turning"",""turning"",""spatial"",""spatial"",""spatial"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]",True,False,False,True,True
6971,447,00808-y9hTuugGdiq,rug,45,6,"<coordinate>[6.85, -4.58]</coordinate>","[6.85,-4.58]",67d66924f48a,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44]","[0,1,2,3,4,5,6,7,8,9,10,11,12,15,20,22,25,30,33,35,36,37,38,39,40,41,42,43,44]",45,45,29,"[""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]","[""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform""]","[""spatial"",""turning"",""turning"",""turning"",""turning"",""spatial"",""turning"",""turning"",""turning"",""turning"",""spatial"",""turning"",""turning"",""spatial"",""spatial"",""spin"",""spatial"",""spatial"",""spin"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]",True,False,False,True,True
6971,527,00808-y9hTuugGdiq,rug,50,5,"<coordinate>[4.99, -3.94]</coordinate>","[4.99,-3.94]",0644afc482f9,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49]","[0,1,2,3,4,5,6,7,8,9,10,11,12,15,16,20,21,25,27,30,32,35,38,40,41,42,43,44,45,46,47,48,49]",50,50,33,"[""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]","[""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform""]","[""spatial"",""turning"",""turning"",""turning"",""turning"",""spatial"",""turning"",""turning"",""turning"",""turning"",""spatial"",""turning"",""turning"",""spatial"",""spin"",""spatial"",""spin"",""spatial"",""spin"",""spatial"",""spin"",""spatial"",""spin"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]",True,False,False,True,True
6971,602,00808-y9hTuugGdiq,rug,55,5,"<coordinate>[2.31, -3.24]</coordinate>","[2.31,-3.24]",57614af5bf48,"[5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54]","[0,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,51,52,54]","[0,1,2,3,4,5,6,7,8,9,10,11,12,15,18,20,24,25,30,35,36,42,45,46,47,48,49,50,51,52,53,54]",50,50,32,"[""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]","[""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform""]","[""spatial"",""turning"",""turning"",""turning"",""turning"",""spatial"",""turning"",""turning"",""turning"",""turning"",""spatial"",""turning"",""turning"",""spatial"",""spin"",""spatial"",""spin"",""spatial"",""spatial"",""spatial"",""spin"",""spin"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]",False,False,False,True,True
6989,12,00844-q5QZSEeHe5g,exercise bike,5,3,"<coordinate>[2.08, 0.12]</coordinate>","[2.08,0.12]",b0493aa9160a,"[0,1,2,3,4]","[0,1,2,3,4]","[0,1,2,3,4]",5,5,5,"[""recent"",""recent"",""recent"",""recent"",""recent""]","[""uniform"",""uniform"",""uniform"",""uniform"",""uniform""]","[""recent"",""recent"",""recent"",""recent"",""recent""]",True,True,True,True,True
6989,36,00844-q5QZSEeHe5g,exercise bike,10,4,"<coordinate>[0.57, -4.33]</coordinate>","[0.57,-4.33]",e6c0fdfaf4fa,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",10,10,10,"[""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]","[""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform""]","[""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]",True,True,True,True,True
6989,79,00844-q5QZSEeHe5g,exercise bike,15,3,"<coordinate>[0.94, -4.15]</coordinate>","[0.94,-4.15]",451c0386c306,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]","[0,1,5,6,7,8,9,10,11,12,13,14]",15,15,12,"[""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]","[""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform""]","[""spatial"",""turning"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]",True,False,False,True,True
6989,120,00844-q5QZSEeHe5g,exercise bike,20,3,"<coordinate>[5.04, 1.25]</coordinate>","[5.04,1.25]",93a4de3a1f10,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19]","[0,1,5,10,11,12,13,14,15,16,17,18,19]",20,20,13,"[""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]","[""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform""]","[""spatial"",""turning"",""spatial"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]",True,False,False,True,True
6989,181,00844-q5QZSEeHe5g,exercise bike,25,3,"<coordinate>[-4.32, -1.61]</coordinate>","[-4.32,-1.61]",7e5d6eb126dd,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24]","[0,1,5,10,15,16,17,18,19,20,21,22,23,24]",25,25,14,"[""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]","[""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform""]","[""spatial"",""turning"",""spatial"",""spatial"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]",True,False,False,True,True
6989,224,00844-q5QZSEeHe5g,exercise bike,30,2,"<coordinate>[-4.22, -0.65]</coordinate>","[-4.22,-0.65]",14a84788866b,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29]","[0,1,5,10,15,20,21,22,23,24,25,26,27,28,29]",30,30,15,"[""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]","[""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform""]","[""spatial"",""turning"",""spatial"",""spatial"",""spatial"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]",True,False,False,True,True
6989,263,00844-q5QZSEeHe5g,exercise bike,35,0,found,null,2be88ca4242c,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34]","[0,1,2,3,4,5,6,10,15,20,25,26,27,28,29,30,31,32,33,34]",35,35,20,"[""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]","[""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform"",""uniform""]","[""spatial"",""turning"",""turning"",""turning"",""turning"",""spatial"",""turning"",""spatial"",""spatial"",""spatial"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent"",""recent""]",True,False,False,True,True
810,12,00824-Dd4bFSTQ8gi,flower vase,5,7,"<coordinate>[0.84, -1.25]</coordinate>","[0.84,-1.25]",bdf029a17e97,"[0,1,2,3,4]","[0,1,2,3,4]","[0,1,2,3,4]",5,5,5,"[""recent"",""recent"",""recent"",""recent"",""recent""]","[""uniform"",""uniform"",""uniform"",""uniform"",""uniform""]","[""recent"",""recent"",""recent"",""recent"",""recent""]",True,True,True,True,True
